contest_id	in_contest_id	name	type	points	rating	tags
117	E	Tree or not Tree	PROGRAMMING	2500.0	2900	data structures/divide and conquer/implementation/trees
115	E	Linear Kingdom Races	PROGRAMMING	2500.0	2400	data structures/dp
113	B	Petr#	PROGRAMMING	1000.0	2000	brute force/data structures/hashing/strings
111	B	Petya and Divisors	PROGRAMMING	1000.0	1900	binary search/data structures/number theory
103	D	Time to Raid Cowavans	PROGRAMMING	2000.0	2100	brute force/data structures/sortings
101	B	Buses	PROGRAMMING	1000.0	1700	binary search/data structures/dp
100	G	Name the album	PROGRAMMING	-1	1800	*special/data structures/implementation
91	E	Igloo Skyscraper	PROGRAMMING	2500.0	2500	data structures/geometry
89	C	Chip Play	PROGRAMMING	1000.0	2300	brute force/data structures/implementation
91	B	Queue	PROGRAMMING	1000.0	1500	binary search/data structures
86	D	Powerful array	PROGRAMMING	2500.0	2200	data structures/implementation/math/two pointers
85	D	Sum of Medians	PROGRAMMING	2000.0	2300	binary search/brute force/data structures/implementation
85	B	Embassy Queue	PROGRAMMING	1000.0	1800	data structures/greedy
82	C	General Mobilization	PROGRAMMING	1500.0	2000	data structures/dfs and similar/sortings
79	C	Beaver	PROGRAMMING	1500.0	1800	data structures/dp/greedy/hashing/strings/two pointers
74	D	Hanger	PROGRAMMING	2000.0	2400	data structures
75	D	Big Maximum Sum	PROGRAMMING	2000.0	2000	data structures/dp/greedy/implementation/math/trees
76	F	Tourist	PROGRAMMING	-1	2300	binary search/data structures/dp
70	D	Professor's task	PROGRAMMING	2000.0	2700	data structures/geometry
70	C	Lucky Tickets	PROGRAMMING	1500.0	2200	binary search/data structures/sortings/two pointers
69	E	Subsegments	PROGRAMMING	2500.0	1800	data structures/implementation
68	D	Half-decay tree	PROGRAMMING	2000.0	2500	data structures/divide and conquer/dp/math/probabilities
67	D	Optical Experiment	PROGRAMMING	2000.0	1900	binary search/data structures/dp
66	E	Petya and Post	PROGRAMMING	2500.0	2000	data structures/dp
66	C	Petya and File System	PROGRAMMING	1500.0	1800	data structures/implementation
61	E	Enemy is weak	PROGRAMMING	2500.0	1900	data structures/trees
56	E	Domino Principle	PROGRAMMING	2500.0	2200	binary search/data structures/sortings
56	C	Corporation Mail	PROGRAMMING	1500.0	1700	data structures/expression parsing/implementation
52	C	Circular RMQ	PROGRAMMING	1500.0	2200	data structures
47	E	Cannon	PROGRAMMING	2500.0	2200	data structures/geometry/sortings
46	E	Comb	PROGRAMMING	-1	1900	data structures/dp
46	D	Parking Lot	PROGRAMMING	-1	1800	data structures/implementation
45	C	Dancing Lessons	PROGRAMMING	-1	1900	data structures
44	G	Shooting Gallery	PROGRAMMING	-1	2500	data structures/implementation
38	G	Queue	PROGRAMMING	-1	2300	data structures
37	C	Old Berland Language	PROGRAMMING	1500.0	1900	data structures/greedy/trees
35	E	Parade	PROGRAMMING	2500.0	2100	data structures/sortings
30	E	Tricky and Clever Password	PROGRAMMING	2500.0	2800	binary search/constructive algorithms/data structures/greedy/hashing/strings
29	C	Mail Stamps	PROGRAMMING	1500.0	1700	data structures/dfs and similar/graphs/implementation
28	D	Don't fear, DravDe is kind	PROGRAMMING	2000.0	2400	binary search/data structures/dp/hashing
19	D	Points	PROGRAMMING	-1	2800	data structures
18	C	Stripe	PROGRAMMING	-1	1200	data structures/implementation
15	D	Map	PROGRAMMING	-1	2500	data structures/implementation/sortings
13	E	Holes	PROGRAMMING	-1	2700	data structures/dsu
12	D	Ball	PROGRAMMING	-1	2400	data structures/sortings
6	E	Exposition	PROGRAMMING	-1	1900	binary search/data structures/dsu/trees/two pointers
5	E	Bindian Signalizing	PROGRAMMING	-1	2400	data structures
5	C	Longest Regular Bracket Sequence	PROGRAMMING	-1	1900	constructive algorithms/data structures/dp/greedy/sortings/strings
4	C	Registration System	PROGRAMMING	-1	1300	data structures/hashing/implementation
1451	C	String Equality	PROGRAMMING	1250.0	1400	dp/greedy/hashing/implementation/strings
1418	G	Three Occurrences	PROGRAMMING	-1	2500	data structures/divide and conquer/hashing/two pointers
1394	B	Boboniu Walks on Graph	PROGRAMMING	1000.0	2300	brute force/dfs and similar/graphs/hashing
1393	E2	Twilight and Ancient Scroll (harder version)	PROGRAMMING	1500.0	3200	dp/hashing/implementation/string suffix structures/strings/two pointers
1393	E1	Twilight and Ancient Scroll (easier version)	PROGRAMMING	1500.0	2800	dp/hashing/implementation/string suffix structures/strings
1360	F	Spy-string	PROGRAMMING	-1	1700	bitmasks/brute force/constructive algorithms/dp/hashing/strings
1340	F	Nastya and CBS	PROGRAMMING	3000.0	3300	brute force/data structures/hashing
1326	D2	Prefix-Suffix Palindrome (Hard version)	PROGRAMMING	1000.0	1800	binary search/greedy/hashing/string suffix structures/strings
1326	D1	Prefix-Suffix Palindrome (Easy version)	PROGRAMMING	1000.0	1500	hashing/string suffix structures/strings
1322	C	Instant Noodles	PROGRAMMING	1500.0	2300	graphs/hashing/math/number theory
1320	D	Reachable Strings	PROGRAMMING	2000.0	2500	data structures/hashing/strings
1313	E	Concatenation with intersection	PROGRAMMING	2500.0	2700	data structures/hashing/strings/two pointers
1286	C2	Madhouse (Hard version)	PROGRAMMING	1000.0	2800	brute force/constructive algorithms/hashing/interactive/math
1284	D	New Year and Conference	PROGRAMMING	2500.0	2100	binary search/data structures/hashing/sortings
1277	D	Let's Play the Words?	PROGRAMMING	1500.0	1900	data structures/hashing/implementation/math
1257	F	Make Them Similar	PROGRAMMING	-1	2400	bitmasks/brute force/hashing/meet-in-the-middle
1225	D	Power Products	PROGRAMMING	2000.0	1800	hashing/math/number theory
1252	F	Regular Forestation	PROGRAMMING	-1	2400	hashing/trees
1223	F	Stack Exterminable Arrays	PROGRAMMING	2750.0	2600	data structures/divide and conquer/dp/hashing
1228	D	Complete Tripartite	PROGRAMMING	1750.0	1900	brute force/constructive algorithms/graphs/hashing/implementation
1214	D	Treasure Island	PROGRAMMING	2000.0	1900	dfs and similar/dp/flows/hashing
1207	G	Indie Album	PROGRAMMING	-1	2700	data structures/dfs and similar/hashing/string suffix structures/strings/trees
1200	E	Compress Words	PROGRAMMING	2000.0	2000	brute force/hashing/implementation/string suffix structures/strings
1182	D	Complete Mirror	PROGRAMMING	2000.0	2400	constructive algorithms/dfs and similar/dp/hashing/implementation/trees
1175	F	The Number of Subpermutations	PROGRAMMING	-1	2500	brute force/data structures/divide and conquer/hashing/math
1166	F	Vicky's Delivery Service	PROGRAMMING	3000.0	2400	data structures/dsu/graphs/hashing
1156	G	Optimizer	PROGRAMMING	-1	2700	graphs/greedy/hashing/implementation
1137	B	Camp Schedule	PROGRAMMING	750.0	1600	greedy/hashing/strings
1133	D	Zero Quantity Maximization	PROGRAMMING	-1	1500	hashing/math/number theory
1129	C	Morse Code	PROGRAMMING	1500.0	2400	binary search/data structures/dp/hashing/sortings/string suffix structures/strings
1109	B	Sasha and One More Name	PROGRAMMING	1250.0	1800	constructive algorithms/hashing/strings
1081	H	Palindromic Magic	PROGRAMMING	4000.0	3500	data structures/hashing/strings
1056	E	Check Transcription	PROGRAMMING	2500.0	2100	brute force/data structures/hashing/strings
1043	G	Speckled Band	PROGRAMMING	3500.0	3500	data structures/divide and conquer/hashing/string suffix structures/strings
1045	I	Palindrome Pairs	PROGRAMMING	-1	1600	hashing/strings
1045	B	Space Isaac	PROGRAMMING	-1	2400	hashing/number theory
1051	E	Vasya and Big Integers	PROGRAMMING	-1	2600	binary search/data structures/dp/hashing/strings
1017	E	The Supersonic Rocket	PROGRAMMING	2000.0	2400	geometry/hashing/strings
1003	F	Abbreviation	PROGRAMMING	-1	2200	dp/hashing/strings
985	F	Isomorphic Strings	PROGRAMMING	-1	2300	hashing/strings
963	D	Frequency of String	PROGRAMMING	2000.0	2500	hashing/string suffix structures/strings
958	A2	Death Stars (medium)	PROGRAMMING	-1	2000	hashing/strings
961	F	k-substrings	PROGRAMMING	-1	2700	binary search/hashing/string suffix structures
898	F	Restoring the Expression	PROGRAMMING	2500.0	2300	brute force/hashing/math
903	E	Swapping Characters	PROGRAMMING	-1	2200	brute force/hashing/implementation/strings
877	F	Ann and Books	PROGRAMMING	2750.0	2300	data structures/flows/hashing
869	E	The Untended Antiquity	PROGRAMMING	2500.0	2400	data structures/hashing
847	L	Berland SU Computer Network	PROGRAMMING	-1	2400	dfs and similar/hashing/trees
835	D	Palindromic characteristics	PROGRAMMING	1500.0	1900	brute force/dp/hashing/strings
825	F	String Compression	PROGRAMMING	-1	2400	dp/hashing/string suffix structures/strings
822	E	Liar	PROGRAMMING	2250.0	2400	binary search/dp/hashing/string suffix structures
794	D	Labelling Cities	PROGRAMMING	2000.0	2400	dfs and similar/graphs/hashing
786	D	Rap God	PROGRAMMING	2000.0	3400	data structures/dfs and similar/hashing/strings/trees
778	C	Peterson Polyglot	PROGRAMMING	1500.0	2500	brute force/dfs and similar/dsu/hashing/strings/trees
763	D	Timofey and a flat tree	PROGRAMMING	2000.0	2900	data structures/graphs/hashing/shortest paths/trees
762	C	Two strings	PROGRAMMING	-1	2100	binary search/hashing/strings/two pointers
757	C	Felicity is Coming!	PROGRAMMING	1500.0	1900	data structures/hashing/sortings/strings
733	D	Kostya the Sculptor	PROGRAMMING	2000.0	1600	data structures/hashing
727	E	Games on a CD	PROGRAMMING	2500.0	2300	data structures/hashing/string suffix structures/strings
724	C	Ray Tracing	PROGRAMMING	1500.0	1800	greedy/hashing/implementation/math/number theory/sortings
718	D	Andrew and Chemistry	PROGRAMMING	2000.0	2900	dp/hashing/trees
710	F	String Set Queries	PROGRAMMING	-1	2400	brute force/data structures/hashing/interactive/string suffix structures/strings
690	F2	Tree of Life (medium)	PROGRAMMING	-1	2700	constructive algorithms/hashing/trees
639	C	Bear and Polynomials	PROGRAMMING	1000.0	2200	hashing/implementation/math
650	D	Zip-line	PROGRAMMING	2000.0	2600	binary search/data structures/dp/hashing
631	D	Messenger	PROGRAMMING	2000.0	2100	data structures/hashing/implementation/string suffix structures/strings
633	D	Fibonacci-ish	PROGRAMMING	1750.0	2000	brute force/dp/hashing/implementation/math
633	C	Spy Syndrome 2	PROGRAMMING	1500.0	1900	data structures/dp/hashing/implementation/sortings/string suffix structures/strings
613	E	Puzzle Lover	PROGRAMMING	2500.0	3200	dp/hashing/strings
611	D	New Year and Ancient Prophecy	PROGRAMMING	1750.0	2000	dp/hashing/strings
607	C	Marbles	PROGRAMMING	1500.0	2500	hashing/strings
601	D	Acyclic Organic Compounds	PROGRAMMING	2000.0	2400	data structures/dfs and similar/dsu/hashing/strings/trees
580	E	Kefa and Watch	PROGRAMMING	2500.0	2500	data structures/hashing/strings
574	B	Bear and Three Musketeers	PROGRAMMING	1000.0	1500	brute force/dfs and similar/graphs/hashing
567	E	President and Roads	PROGRAMMING	2500.0	2200	dfs and similar/graphs/hashing/shortest paths
559	B	Equivalent Strings	PROGRAMMING	1000.0	1700	divide and conquer/hashing/sortings/strings
542	D	Superhero's Job	PROGRAMMING	2250.0	2600	dfs and similar/dp/hashing/math/number theory
533	F	Encoding	PROGRAMMING	1500.0	2400	hashing/string suffix structures/strings
533	E	Correcting Mistakes	PROGRAMMING	500.0	1800	constructive algorithms/dp/greedy/hashing/strings/two pointers
535	D	Tavas and Malekas	PROGRAMMING	2000.0	1900	greedy/hashing/string suffix structures/strings
534	F	Simplified Nonogram	PROGRAMMING	3000.0	2400	bitmasks/dp/hashing/meet-in-the-middle
534	E	Berland Local Positioning System	PROGRAMMING	2500.0	2400	constructive algorithms/greedy/hashing/implementation
526	D	Om Nom and Necklace	PROGRAMMING	1750.0	2200	hashing/string suffix structures/strings
525	A	Vitaliy and Pie	PROGRAMMING	250.0	1100	greedy/hashing/strings
524	F	And Yet Another Bracket Sequence	PROGRAMMING	3000.0	2700	data structures/greedy/hashing/string suffix structures/strings
514	C	Watto and Mechanism	PROGRAMMING	2000.0	2000	binary search/data structures/hashing/string suffix structures/strings
504	E	Misha and LCP on Tree	PROGRAMMING	3000.0	3000	binary search/dfs and similar/hashing/string suffix structures/trees
486	E	LIS of Sequence	PROGRAMMING	2500.0	2200	data structures/dp/greedy/hashing/math
486	B	OR in Matrix	PROGRAMMING	1000.0	1300	greedy/hashing/implementation
467	D	Fedor and Essay	PROGRAMMING	2000.0	2400	dfs and similar/dp/graphs/hashing/strings
463	C	Gargari and Bishops	PROGRAMMING	1500.0	1900	greedy/hashing/implementation
452	F	Permutation	PROGRAMMING	2500.0	2700	data structures/divide and conquer/hashing
444	D	DZY Loves Strings	PROGRAMMING	2000.0	2500	binary search/hashing/strings/two pointers
425	D	Sereja and Squares	PROGRAMMING	2000.0	2300	binary search/data structures/hashing
407	D	Largest Submatrix 3	PROGRAMMING	2000.0	2700	dp/hashing
356	E	Xenia and String Problem	PROGRAMMING	2500.0	3000	dp/hashing/implementation/string suffix structures/strings
350	D	Looking for Owls	PROGRAMMING	3000.0	2400	binary search/data structures/geometry/hashing/sortings
319	D	Have You Ever Heard About the Word?	PROGRAMMING	2500.0	2800	greedy/hashing/string suffix structures/strings
316	G1	Good Substrings	PROGRAMMING	30.0	1700	hashing/strings
291	E	Tree-String Problem	PROGRAMMING	2500.0	2000	*special/dfs and similar/hashing/strings
245	H	Queries for Number of Palindromes	PROGRAMMING	-1	1800	dp/hashing/strings
242	C	King's Path	PROGRAMMING	1500.0	1800	dfs and similar/graphs/hashing/shortest paths
228	C	Fractal Detector	PROGRAMMING	1500.0	2000	dp/hashing
213	E	Two Permutations	PROGRAMMING	2500.0	2700	data structures/hashing/strings
212	B	Polycarpus is Looking for Good Substrings	PROGRAMMING	2000.0	2300	bitmasks/hashing/implementation
196	D	The Next Good String	PROGRAMMING	3000.0	2800	data structures/greedy/hashing/strings
190	E	Counter Attack	PROGRAMMING	2500.0	2100	data structures/dsu/graphs/hashing/sortings
182	D	Common Divisors	PROGRAMMING	1000.0	1400	brute force/hashing/implementation/math/strings
154	C	Double Profiles	PROGRAMMING	1500.0	2300	graphs/hashing/sortings
128	B	String	PROGRAMMING	1500.0	2100	brute force/constructive algorithms/hashing/implementation/string suffix structures/strings
126	B	Password	PROGRAMMING	1000.0	1700	binary search/dp/hashing/string suffix structures/strings
119	D	String Transformation	PROGRAMMING	2000.0	2500	hashing/strings
113	B	Petr#	PROGRAMMING	1000.0	2000	brute force/data structures/hashing/strings
82	B	Sets	PROGRAMMING	1000.0	1700	constructive algorithms/hashing/implementation
79	C	Beaver	PROGRAMMING	1500.0	1800	data structures/dp/greedy/hashing/strings/two pointers
65	D	Harry Potter and the Sorting Hat	PROGRAMMING	2000.0	2200	brute force/dfs and similar/hashing
54	B	Cutting Jigsaw Puzzle	PROGRAMMING	1000.0	1800	hashing/implementation
39	J	Spelling Check	PROGRAMMING	-1	1500	hashing/implementation/strings
30	E	Tricky and Clever Password	PROGRAMMING	2500.0	2800	binary search/constructive algorithms/data structures/greedy/hashing/strings
28	D	Don't fear, DravDe is kind	PROGRAMMING	2000.0	2400	binary search/data structures/dp/hashing
25	E	Test	PROGRAMMING	-1	2200	hashing/strings
19	C	Deletion of Repeats	PROGRAMMING	-1	2200	greedy/hashing/string suffix structures
7	D	Palindrome Degree	PROGRAMMING	-1	2200	hashing/strings
4	C	Registration System	PROGRAMMING	-1	1300	data structures/hashing/implementation
2	A	Winner	PROGRAMMING	-1	1500	hashing/implementation
1442	C	Graph Transpositions	PROGRAMMING	1500.0	2400	dfs and similar/graphs/greedy/shortest paths
1437	D	Minimal Height Tree	PROGRAMMING	-1	1600	graphs/greedy/shortest paths/trees
1433	G	Reducing Delivery Cost	PROGRAMMING	-1	2100	brute force/graphs/shortest paths
1421	D	Hexagons	PROGRAMMING	2000.0	1900	brute force/constructive algorithms/greedy/implementation/math/shortest paths
1422	D	Returning Home	PROGRAMMING	1500.0	2300	graphs/shortest paths/sortings
1418	C	Mortal Kombat Tower	PROGRAMMING	-1	1500	dp/graphs/greedy/shortest paths
1407	E	Egor in the Republic of Dagestan	PROGRAMMING	2500.0	2500	constructive algorithms/dfs and similar/dp/graphs/greedy/shortest paths
1392	G	Omkar and Pies	PROGRAMMING	3000.0	2900	bitmasks/dfs and similar/dp/math/shortest paths
1393	D	Rarity and New Dress	PROGRAMMING	1750.0	2100	dfs and similar/dp/implementation/shortest paths
1387	C	Viruses	PROGRAMMING	-1	2900	*special/dp/shortest paths/string suffix structures
1370	F2	The Hidden Pair (Hard Version)	PROGRAMMING	1250.0	2700	binary search/dfs and similar/graphs/interactive/shortest paths/trees
1370	F1	The Hidden Pair (Easy Version)	PROGRAMMING	2000.0	2400	binary search/dfs and similar/graphs/interactive/shortest paths/trees
1365	D	Solve The Maze	PROGRAMMING	1500.0	1700	constructive algorithms/dfs and similar/dsu/graphs/greedy/implementation/shortest paths
1360	E	Polygon	PROGRAMMING	-1	1300	dp/graphs/implementation/shortest paths
1349	C	Orac and Game of Life	PROGRAMMING	1250.0	2000	dfs and similar/graphs/implementation/shortest paths
1343	E	Weights Distributing	PROGRAMMING	-1	2100	brute force/graphs/greedy/shortest paths/sortings
1340	C	Nastya and Unexpected Guest	PROGRAMMING	1250.0	2400	dfs and similar/dp/graphs/shortest paths
1325	E	Ehab's REAL Number Theory Problem	PROGRAMMING	2500.0	2600	brute force/dfs and similar/graphs/number theory/shortest paths
1320	E	Treeland and Viruses	PROGRAMMING	2500.0	3000	data structures/dfs and similar/dp/shortest paths/trees
1320	B	Navigation System	PROGRAMMING	1000.0	1700	dfs and similar/graphs/shortest paths
1307	G	Cow and Exercise	PROGRAMMING	3500.0	3100	flows/graphs/shortest paths
1307	D	Cow and Fields	PROGRAMMING	2000.0	1900	binary search/data structures/dfs and similar/graphs/greedy/shortest paths/sortings
1304	E	1-Trees and Queries	PROGRAMMING	2000.0	2000	data structures/dfs and similar/shortest paths/trees
1301	F	Super Jaber	PROGRAMMING	2500.0	2600	dfs and similar/graphs/implementation/shortest paths
1283	D	Christmas Trees	PROGRAMMING	-1	1800	graphs/greedy/shortest paths
1272	E	Nearest Opposite Parity	PROGRAMMING	-1	1900	dfs and similar/graphs/shortest paths
1227	E	Arson In Berland Forest	PROGRAMMING	2500.0	2200	binary search/graphs/graphs/shortest paths
1253	F	Cheap Robot	PROGRAMMING	2750.0	2500	binary search/dsu/graphs/shortest paths/trees
1245	E	Hyakugoku and Ladders	PROGRAMMING	2250.0	2300	dp/probabilities/shortest paths
1245	D	Shichikuji and Power Grid	PROGRAMMING	1750.0	1900	dsu/graphs/greedy/shortest paths/trees
1250	I	Show Must Go On	PROGRAMMING	-1	3100	binary search/brute force/greedy/shortest paths
1249	E	By Elevator or Stairs?	PROGRAMMING	-1	1700	dp/shortest paths
1218	G	Alpha planetary system	PROGRAMMING	-1	3000	constructive algorithms/graphs/shortest paths
1209	F	Koala and Notebook	PROGRAMMING	2500.0	2600	data structures/dfs and similar/graphs/shortest paths/strings/trees
1204	C	Anna, Svyatoslav and Maps	PROGRAMMING	1250.0	1700	dp/graphs/greedy/shortest paths
1205	B	Shortest Cycle	PROGRAMMING	750.0	1900	bitmasks/brute force/graphs/shortest paths
1202	B	You Are Given a Decimal String...	PROGRAMMING	-1	1700	brute force/dp/shortest paths
1201	E2	Knightmare (hard)	PROGRAMMING	1000.0	3000	graphs/interactive/shortest paths
1201	E1	Knightmare (easy)	PROGRAMMING	2000.0	2900	graphs/interactive/shortest paths
1196	F	K-th Path	PROGRAMMING	-1	2200	brute force/constructive algorithms/shortest paths/sortings
1197	E	Culture Code	PROGRAMMING	-1	2300	binary search/combinatorics/data structures/dp/shortest paths/sortings
1184	E2	Daleks' Invasion (medium)	PROGRAMMING	-1	2100	dfs and similar/graphs/shortest paths/trees
1184	B3	The Doctor Meets Vader (Hard)	PROGRAMMING	-1	2700	flows/shortest paths
1184	B2	The Doctor Meets Vader (Medium)	PROGRAMMING	-1	2200	flows/graph matchings/graphs/shortest paths/sortings
1183	E	Subsequences (easy version)	PROGRAMMING	-1	2000	dp/graphs/implementation/shortest paths
1176	E	Cover it!	PROGRAMMING	-1	1700	dfs and similar/dsu/graphs/shortest paths/trees
1163	F	Indecisive Taxi Fee	PROGRAMMING	3250.0	3000	data structures/graphs/shortest paths
1140	G	Double Tree	PROGRAMMING	-1	2700	data structures/divide and conquer/shortest paths/trees
1106	D	Lunar New Year and a Wander	PROGRAMMING	1500.0	1500	data structures/dfs and similar/graphs/greedy/shortest paths
1105	D	Kilani and the Game	PROGRAMMING	2000.0	1900	dfs and similar/graphs/implementation/shortest paths
1081	D	Maximum Distance	PROGRAMMING	2000.0	1800	dsu/graphs/shortest paths/sortings
1076	D	Edge Deletion	PROGRAMMING	-1	1800	graphs/greedy/shortest paths
1043	F	Make It One	PROGRAMMING	2750.0	2500	bitmasks/combinatorics/dp/math/number theory/shortest paths
1067	B	Multihedgehog	PROGRAMMING	1000.0	1800	dfs and similar/graphs/shortest paths
1070	A	Find a Number	PROGRAMMING	-1	2200	dp/graphs/number theory/shortest paths
1063	B	Labyrinth	PROGRAMMING	1000.0	1800	graphs/shortest paths
1065	D	Three Pieces	PROGRAMMING	-1	2200	dfs and similar/dp/shortest paths
1051	F	The Shortest Statement	PROGRAMMING	-1	2400	graphs/shortest paths/trees
1037	D	Valid BFS?	PROGRAMMING	1500.0	1700	dfs and similar/graphs/shortest paths/trees
1005	F	Berland and the Shortest Paths	PROGRAMMING	-1	2100	brute force/dfs and similar/graphs/shortest paths
1004	E	Sonya and Ice Cream	PROGRAMMING	2500.0	2400	binary search/data structures/dp/greedy/shortest paths/trees
986	F	Oppa Funcan Style Remastered	PROGRAMMING	3000.0	3300	graphs/math/number theory/shortest paths
986	A	Fair	PROGRAMMING	500.0	1600	graphs/greedy/number theory/shortest paths
983	C	Elevator	PROGRAMMING	1500.0	2400	dp/graphs/shortest paths
954	D	Fight Against Traffic	PROGRAMMING	-1	1600	dfs and similar/graphs/shortest paths
936	E	Iqea	PROGRAMMING	2500.0	3400	data structures/dfs and similar/divide and conquer/dsu/shortest paths/trees
938	D	Buy a Ticket	PROGRAMMING	-1	2000	data structures/graphs/shortest paths
919	F	A Game With Numbers	PROGRAMMING	2500.0	2600	games/graphs/shortest paths
916	C	Jamie and Interesting Graph	PROGRAMMING	1500.0	1600	constructive algorithms/graphs/shortest paths
913	E	Logical Expression	PROGRAMMING	1750.0	2400	bitmasks/dp/shortest paths
912	D	Fishes	PROGRAMMING	2000.0	2100	data structures/graphs/greedy/probabilities/shortest paths
877	D	Olya and Energy Drinks	PROGRAMMING	2000.0	2100	data structures/dfs and similar/graphs/shortest paths
852	D	Exploration plan	PROGRAMMING	-1	2100	binary search/flows/graph matchings/shortest paths
843	D	Dynamic Shortest Path	PROGRAMMING	2250.0	3400	graphs/shortest paths
827	F	Dirty Arkady's Kitchen	PROGRAMMING	2500.0	3200	data structures/dp/graphs/shortest paths
821	D	Okabe and City	PROGRAMMING	2000.0	2200	dfs and similar/graphs/shortest paths
814	E	An unavoidable detour for home	PROGRAMMING	2500.0	2600	combinatorics/dp/graphs/shortest paths
773	D	Perishable Roads	PROGRAMMING	2500.0	2700	dp/graphs/shortest paths
793	D	Presents in Bankopolis	PROGRAMMING	2000.0	2100	dp/graphs/shortest paths
793	B	Igor and his way to work	PROGRAMMING	1000.0	1600	dfs and similar/graphs/implementation/shortest paths
796	D	Police Stations	PROGRAMMING	1500.0	2100	constructive algorithms/dfs and similar/dp/graphs/shortest paths/trees
788	C	The Great Mixing	PROGRAMMING	1500.0	2300	dfs and similar/graphs/shortest paths
786	B	Legacy	PROGRAMMING	1000.0	2300	data structures/graphs/shortest paths
780	D	Innokenty and a Football League	PROGRAMMING	1500.0	1900	2-sat/graphs/greedy/implementation/shortest paths/strings
769	C	Cycle In Maze	PROGRAMMING	1500.0	1700	*special/dfs and similar/graphs/greedy/shortest paths
763	D	Timofey and a flat tree	PROGRAMMING	2000.0	2900	data structures/graphs/hashing/shortest paths/trees
755	E	PolandBall and White-Red graph	PROGRAMMING	2500.0	2400	constructive algorithms/graphs/shortest paths
757	F	Team Rocket Rises Again	PROGRAMMING	2750.0	2800	data structures/graphs/shortest paths
715	B	Complete The Graph	PROGRAMMING	1000.0	2300	binary search/constructive algorithms/graphs/shortest paths
689	B	Mike and Shortcuts	PROGRAMMING	1000.0	1600	dfs and similar/graphs/greedy/shortest paths
677	D	Vanya and Treasure	PROGRAMMING	2250.0	2300	data structures/dp/graphs/shortest paths
676	D	Theseus and labyrinth	PROGRAMMING	2250.0	2000	graphs/implementation/shortest paths
666	B	World Tour	PROGRAMMING	1000.0	2000	graphs/shortest paths
605	E	Intergalaxy Trips	PROGRAMMING	2500.0	2700	probabilities/shortest paths
601	A	The Two Routes	PROGRAMMING	500.0	1600	graphs/shortest paths
598	D	Igor In the Museum	PROGRAMMING	-1	1700	dfs and similar/graphs/shortest paths
590	C	Three States	PROGRAMMING	1250.0	2200	dfs and similar/graphs/shortest paths
585	B	Phillip and Trains	PROGRAMMING	750.0	1700	dfs and similar/graphs/shortest paths
575	G	Run for beer	PROGRAMMING	-1	2200	dfs and similar/shortest paths
567	E	President and Roads	PROGRAMMING	2500.0	2200	dfs and similar/graphs/hashing/shortest paths
558	C	Amr and Chemistry	PROGRAMMING	1500.0	1900	brute force/graphs/greedy/math/shortest paths
545	E	Paths and Trees	PROGRAMMING	2500.0	2000	graphs/greedy/shortest paths
543	B	Destroying Roads	PROGRAMMING	1000.0	2100	constructive algorithms/graphs/shortest paths
542	E	Playing on Graph	PROGRAMMING	2250.0	2600	graphs/shortest paths
525	D	Arthur and Walls	PROGRAMMING	3000.0	2400	constructive algorithms/data structures/graphs/greedy/shortest paths
520	B	Two Buttons	PROGRAMMING	1000.0	1400	dfs and similar/graphs/greedy/implementation/math/shortest paths
507	E	Breaking Good	PROGRAMMING	2500.0	2100	dfs and similar/dp/graphs/shortest paths
472	D	Design Tutorial: Inverse the Problem	PROGRAMMING	2000.0	1900	dfs and similar/dsu/shortest paths/trees
464	E	The Classic Problem	PROGRAMMING	2500.0	3000	data structures/graphs/shortest paths
461	E	Appleman and a Game	PROGRAMMING	2500.0	3000	binary search/shortest paths/strings
449	B	Jzzhu and Cities	PROGRAMMING	1000.0	2000	graphs/greedy/shortest paths
416	E	President's Path	PROGRAMMING	2500.0	2500	dp/graphs/shortest paths
400	D	Dima and Bacteria	PROGRAMMING	2000.0	2000	dsu/graphs/shortest paths
386	D	Game with Points	PROGRAMMING	2000.0	2100	dp/graphs/implementation/shortest paths
375	C	Circling Round Treasures	PROGRAMMING	1500.0	2600	bitmasks/shortest paths
370	A	Rook, Bishop and King	PROGRAMMING	500.0	1100	graphs/math/shortest paths
369	D	Valera and Fools	PROGRAMMING	2000.0	2200	dfs and similar/dp/graphs/shortest paths
366	D	Dima and Trap Graph	PROGRAMMING	2000.0	2000	binary search/data structures/dfs and similar/dsu/shortest paths/two pointers
362	E	Petya and Pipes	PROGRAMMING	3000.0	2300	flows/graphs/shortest paths
360	E	Levko and Game	PROGRAMMING	2000.0	2800	graphs/greedy/shortest paths
346	D	Robot Control	PROGRAMMING	2000.0	2600	dp/graphs/shortest paths
339	C	Xenia and Weights	PROGRAMMING	1500.0	1700	constructive algorithms/dfs and similar/dp/graphs/greedy/shortest paths
329	B	Biridian Forest	PROGRAMMING	1000.0	1500	dfs and similar/shortest paths
325	C	Monsters and Diamonds	PROGRAMMING	2000.0	2600	dfs and similar/graphs/shortest paths
317	E	Princess and Her Shadow	PROGRAMMING	3000.0	3100	constructive algorithms/shortest paths
311	C	Fetch the Treasure	PROGRAMMING	1500.0	2500	brute force/data structures/graphs/shortest paths
301	B	Yaroslav and Time	PROGRAMMING	1000.0	2100	binary search/graphs/shortest paths
295	C	Greg and Friends	PROGRAMMING	1500.0	2100	combinatorics/dp/graphs/shortest paths
